,Collection,Collection_cleaned,Datetime_updated,sales,prediction
2026,Cryptopunks,Cryptopunk,2020-01-06 00:00:00,0.0,
2027,Cryptopunks,Cryptopunk,2020-01-07 00:00:00,0.0,
2028,Cryptopunks,Cryptopunk,2020-01-08 00:00:00,0.0,
2029,Cryptopunks,Cryptopunk,2020-01-09 00:00:00,0.0,
2030,Cryptopunks,Cryptopunk,2020-01-10 00:00:00,0.0,
2031,Cryptopunks,Cryptopunk,2020-01-11 00:00:00,0.0,
2032,Cryptopunks,Cryptopunk,2020-01-12 00:00:00,0.0,
2033,Cryptopunks,Cryptopunk,2020-01-13 00:00:00,0.0,
2034,Cryptopunks,Cryptopunk,2020-01-14 00:00:00,0.0,
2035,Cryptopunks,Cryptopunk,2020-01-15 00:00:00,0.0,
2036,Cryptopunks,Cryptopunk,2020-01-16 00:00:00,0.0,
2037,Cryptopunks,Cryptopunk,2020-01-17 00:00:00,0.0,
2038,Cryptopunks,Cryptopunk,2020-01-18 00:00:00,0.0,
2039,Cryptopunks,Cryptopunk,2020-01-19 00:00:00,0.0,
2040,Cryptopunks,Cryptopunk,2020-01-20 00:00:00,0.0,
2041,Cryptopunks,Cryptopunk,2020-01-21 00:00:00,0.0,
2042,Cryptopunks,Cryptopunk,2020-01-22 00:00:00,0.0,
2043,Cryptopunks,Cryptopunk,2020-01-23 00:00:00,0.0,
2044,Cryptopunks,Cryptopunk,2020-01-24 00:00:00,0.0,
2045,Cryptopunks,Cryptopunk,2020-01-25 00:00:00,0.0,
2046,Cryptopunks,Cryptopunk,2020-01-26 00:00:00,0.0,
2047,Cryptopunks,Cryptopunk,2020-01-27 00:00:00,0.0,
2048,Cryptopunks,Cryptopunk,2020-01-28 00:00:00,0.0,
2049,Cryptopunks,Cryptopunk,2020-01-29 00:00:00,0.0,
2050,Cryptopunks,Cryptopunk,2020-01-30 00:00:00,0.0,
2051,Cryptopunks,Cryptopunk,2020-01-31 00:00:00,0.0,
2052,Cryptopunks,Cryptopunk,2020-02-01 00:00:00,0.0,
2053,Cryptopunks,Cryptopunk,2020-02-02 00:00:00,0.0,
2054,Cryptopunks,Cryptopunk,2020-02-03 00:00:00,0.0,
2055,Cryptopunks,Cryptopunk,2020-02-04 00:00:00,0.0,
2056,Cryptopunks,Cryptopunk,2020-02-05 00:00:00,0.0,
2057,Cryptopunks,Cryptopunk,2020-02-06 00:00:00,0.0,
2058,Cryptopunks,Cryptopunk,2020-02-07 00:00:00,0.0,
2059,Cryptopunks,Cryptopunk,2020-02-08 00:00:00,0.0,
2060,Cryptopunks,Cryptopunk,2020-02-09 00:00:00,0.0,
2061,Cryptopunks,Cryptopunk,2020-02-10 00:00:00,0.0,
2062,Cryptopunks,Cryptopunk,2020-02-11 00:00:00,0.0,
2063,Cryptopunks,Cryptopunk,2020-02-12 00:00:00,0.0,
2064,Cryptopunks,Cryptopunk,2020-02-13 00:00:00,0.0,
2065,Cryptopunks,Cryptopunk,2020-02-14 00:00:00,0.0,
2066,Cryptopunks,Cryptopunk,2020-02-15 00:00:00,0.0,
2067,Cryptopunks,Cryptopunk,2020-02-16 00:00:00,0.0,
2068,Cryptopunks,Cryptopunk,2020-02-17 00:00:00,0.0,
2069,Cryptopunks,Cryptopunk,2020-02-18 00:00:00,0.0,
2070,Cryptopunks,Cryptopunk,2020-02-19 00:00:00,0.0,
2071,Cryptopunks,Cryptopunk,2020-02-20 00:00:00,0.0,
2072,Cryptopunks,Cryptopunk,2020-02-21 00:00:00,0.0,
2073,Cryptopunks,Cryptopunk,2020-02-22 00:00:00,0.0,
2074,Cryptopunks,Cryptopunk,2020-02-23 00:00:00,0.0,
2075,Cryptopunks,Cryptopunk,2020-02-24 00:00:00,0.0,
2076,Cryptopunks,Cryptopunk,2020-02-25 00:00:00,0.0,
2077,Cryptopunks,Cryptopunk,2020-02-26 00:00:00,0.0,
2078,Cryptopunks,Cryptopunk,2020-02-27 00:00:00,0.0,
2079,Cryptopunks,Cryptopunk,2020-02-28 00:00:00,0.0,
2080,Cryptopunks,Cryptopunk,2020-02-29 00:00:00,0.0,
2081,Cryptopunks,Cryptopunk,2020-03-01 00:00:00,0.0,
2082,Cryptopunks,Cryptopunk,2020-03-02 00:00:00,0.0,
2083,Cryptopunks,Cryptopunk,2020-03-03 00:00:00,0.0,
2084,Cryptopunks,Cryptopunk,2020-03-04 00:00:00,0.0,
2085,Cryptopunks,Cryptopunk,2020-03-05 00:00:00,0.0,
2086,Cryptopunks,Cryptopunk,2020-03-06 00:00:00,0.0,
2087,Cryptopunks,Cryptopunk,2020-03-07 00:00:00,0.0,
2088,Cryptopunks,Cryptopunk,2020-03-08 00:00:00,0.0,
2089,Cryptopunks,Cryptopunk,2020-03-09 00:00:00,0.0,
2090,Cryptopunks,Cryptopunk,2020-03-10 00:00:00,0.0,
2091,Cryptopunks,Cryptopunk,2020-03-11 00:00:00,0.0,
2092,Cryptopunks,Cryptopunk,2020-03-12 00:00:00,0.0,
2093,Cryptopunks,Cryptopunk,2020-03-13 00:00:00,0.0,
2094,Cryptopunks,Cryptopunk,2020-03-14 00:00:00,0.0,
2095,Cryptopunks,Cryptopunk,2020-03-15 00:00:00,0.0,
2096,Cryptopunks,Cryptopunk,2020-03-16 00:00:00,0.0,
2097,Cryptopunks,Cryptopunk,2020-03-17 00:00:00,0.0,
2098,Cryptopunks,Cryptopunk,2020-03-18 00:00:00,0.0,
2099,Cryptopunks,Cryptopunk,2020-03-19 00:00:00,0.0,
2100,Cryptopunks,Cryptopunk,2020-03-20 00:00:00,0.0,
2101,Cryptopunks,Cryptopunk,2020-03-21 00:00:00,0.0,
2102,Cryptopunks,Cryptopunk,2020-03-22 00:00:00,0.0,
2103,Cryptopunks,Cryptopunk,2020-03-23 00:00:00,0.0,
2104,Cryptopunks,Cryptopunk,2020-03-24 00:00:00,0.0,
2105,Cryptopunks,Cryptopunk,2020-03-25 00:00:00,0.0,
2106,Cryptopunks,Cryptopunk,2020-03-26 00:00:00,0.0,
2107,Cryptopunks,Cryptopunk,2020-03-27 00:00:00,0.0,
2108,Cryptopunks,Cryptopunk,2020-03-28 00:00:00,0.0,
2109,Cryptopunks,Cryptopunk,2020-03-29 00:00:00,0.0,
2110,Cryptopunks,Cryptopunk,2020-03-30 00:00:00,0.0,
2111,Cryptopunks,Cryptopunk,2020-03-31 00:00:00,0.0,
2112,Cryptopunks,Cryptopunk,2020-04-01 00:00:00,0.0,
2113,Cryptopunks,Cryptopunk,2020-04-02 00:00:00,0.0,
2114,Cryptopunks,Cryptopunk,2020-04-03 00:00:00,0.0,
2115,Cryptopunks,Cryptopunk,2020-04-04 00:00:00,0.0,
2116,Cryptopunks,Cryptopunk,2020-04-05 00:00:00,0.0,
2117,Cryptopunks,Cryptopunk,2020-04-06 00:00:00,0.0,
2118,Cryptopunks,Cryptopunk,2020-04-07 00:00:00,0.0,
2119,Cryptopunks,Cryptopunk,2020-04-08 00:00:00,0.0,
2120,Cryptopunks,Cryptopunk,2020-04-09 00:00:00,0.0,
2121,Cryptopunks,Cryptopunk,2020-04-10 00:00:00,0.0,
2122,Cryptopunks,Cryptopunk,2020-04-11 00:00:00,0.0,
2123,Cryptopunks,Cryptopunk,2020-04-12 00:00:00,0.0,
2124,Cryptopunks,Cryptopunk,2020-04-13 00:00:00,0.0,
2125,Cryptopunks,Cryptopunk,2020-04-14 00:00:00,0.0,
2126,Cryptopunks,Cryptopunk,2020-04-15 00:00:00,0.0,
2127,Cryptopunks,Cryptopunk,2020-04-16 00:00:00,0.0,
2128,Cryptopunks,Cryptopunk,2020-04-17 00:00:00,0.0,
2129,Cryptopunks,Cryptopunk,2020-04-18 00:00:00,0.0,
2130,Cryptopunks,Cryptopunk,2020-04-19 00:00:00,0.0,
2131,Cryptopunks,Cryptopunk,2020-04-20 00:00:00,0.0,
2132,Cryptopunks,Cryptopunk,2020-04-21 00:00:00,0.0,
2133,Cryptopunks,Cryptopunk,2020-04-22 00:00:00,0.0,
2134,Cryptopunks,Cryptopunk,2020-04-23 00:00:00,0.0,
2135,Cryptopunks,Cryptopunk,2020-04-24 00:00:00,0.0,
2136,Cryptopunks,Cryptopunk,2020-04-25 00:00:00,0.0,
2137,Cryptopunks,Cryptopunk,2020-04-26 00:00:00,0.0,
2138,Cryptopunks,Cryptopunk,2020-04-27 00:00:00,0.0,
2139,Cryptopunks,Cryptopunk,2020-04-28 00:00:00,0.0,
2140,Cryptopunks,Cryptopunk,2020-04-29 00:00:00,0.0,
2141,Cryptopunks,Cryptopunk,2020-04-30 00:00:00,0.0,
2142,Cryptopunks,Cryptopunk,2020-05-01 00:00:00,0.0,
2143,Cryptopunks,Cryptopunk,2020-05-02 00:00:00,0.0,
2144,Cryptopunks,Cryptopunk,2020-05-03 00:00:00,0.0,
2145,Cryptopunks,Cryptopunk,2020-05-04 00:00:00,0.0,
2146,Cryptopunks,Cryptopunk,2020-05-05 00:00:00,0.0,
2147,Cryptopunks,Cryptopunk,2020-05-06 00:00:00,0.0,
2148,Cryptopunks,Cryptopunk,2020-05-07 00:00:00,0.0,
2149,Cryptopunks,Cryptopunk,2020-05-08 00:00:00,0.0,
2150,Cryptopunks,Cryptopunk,2020-05-09 00:00:00,0.0,
2151,Cryptopunks,Cryptopunk,2020-05-10 00:00:00,0.0,
2152,Cryptopunks,Cryptopunk,2020-05-11 00:00:00,0.0,
2153,Cryptopunks,Cryptopunk,2020-05-12 00:00:00,0.0,
2154,Cryptopunks,Cryptopunk,2020-05-13 00:00:00,0.0,
2155,Cryptopunks,Cryptopunk,2020-05-14 00:00:00,0.0,
2156,Cryptopunks,Cryptopunk,2020-05-15 00:00:00,2.0,
2157,Cryptopunks,Cryptopunk,2020-05-16 00:00:00,9.0,
2158,Cryptopunks,Cryptopunk,2020-05-17 00:00:00,14.0,
2159,Cryptopunks,Cryptopunk,2020-05-18 00:00:00,7.0,
2160,Cryptopunks,Cryptopunk,2020-05-19 00:00:00,17.0,
2161,Cryptopunks,Cryptopunk,2020-05-20 00:00:00,25.0,
2162,Cryptopunks,Cryptopunk,2020-05-21 00:00:00,15.0,
2163,Cryptopunks,Cryptopunk,2020-05-22 00:00:00,91.0,
2164,Cryptopunks,Cryptopunk,2020-05-23 00:00:00,13.0,
2165,Cryptopunks,Cryptopunk,2020-05-24 00:00:00,39.0,
2166,Cryptopunks,Cryptopunk,2020-05-25 00:00:00,23.0,
2167,Cryptopunks,Cryptopunk,2020-05-26 00:00:00,66.0,
2168,Cryptopunks,Cryptopunk,2020-05-27 00:00:00,64.0,
2169,Cryptopunks,Cryptopunk,2020-05-28 00:00:00,17.0,
2170,Cryptopunks,Cryptopunk,2020-05-29 00:00:00,10.0,
2171,Cryptopunks,Cryptopunk,2020-05-30 00:00:00,1.0,
2172,Cryptopunks,Cryptopunk,2020-05-31 00:00:00,3.0,
2173,Cryptopunks,Cryptopunk,2020-06-01 00:00:00,9.0,
2174,Cryptopunks,Cryptopunk,2020-06-02 00:00:00,6.0,
2175,Cryptopunks,Cryptopunk,2020-06-03 00:00:00,4.0,
2176,Cryptopunks,Cryptopunk,2020-06-04 00:00:00,0.0,
2177,Cryptopunks,Cryptopunk,2020-06-05 00:00:00,0.0,
2178,Cryptopunks,Cryptopunk,2020-06-06 00:00:00,3.0,
2179,Cryptopunks,Cryptopunk,2020-06-07 00:00:00,2.0,
2180,Cryptopunks,Cryptopunk,2020-06-08 00:00:00,0.0,
2181,Cryptopunks,Cryptopunk,2020-06-09 00:00:00,2.0,
2182,Cryptopunks,Cryptopunk,2020-06-10 00:00:00,1.0,
2183,Cryptopunks,Cryptopunk,2020-06-11 00:00:00,4.0,
2184,Cryptopunks,Cryptopunk,2020-06-12 00:00:00,5.0,
2185,Cryptopunks,Cryptopunk,2020-06-13 00:00:00,6.0,
2186,Cryptopunks,Cryptopunk,2020-06-14 00:00:00,0.0,
2187,Cryptopunks,Cryptopunk,2020-06-15 00:00:00,1.0,
2188,Cryptopunks,Cryptopunk,2020-06-16 00:00:00,1.0,
2189,Cryptopunks,Cryptopunk,2020-06-17 00:00:00,6.0,
2190,Cryptopunks,Cryptopunk,2020-06-18 00:00:00,1.0,
2191,Cryptopunks,Cryptopunk,2020-06-19 00:00:00,4.0,
2192,Cryptopunks,Cryptopunk,2020-06-20 00:00:00,6.0,
2193,Cryptopunks,Cryptopunk,2020-06-21 00:00:00,2.0,
2194,Cryptopunks,Cryptopunk,2020-06-22 00:00:00,5.0,
2195,Cryptopunks,Cryptopunk,2020-06-23 00:00:00,10.0,
2196,Cryptopunks,Cryptopunk,2020-06-24 00:00:00,0.0,
2197,Cryptopunks,Cryptopunk,2020-06-25 00:00:00,3.0,
2198,Cryptopunks,Cryptopunk,2020-06-26 00:00:00,4.0,
2199,Cryptopunks,Cryptopunk,2020-06-27 00:00:00,4.0,
2200,Cryptopunks,Cryptopunk,2020-06-28 00:00:00,7.0,
2201,Cryptopunks,Cryptopunk,2020-06-29 00:00:00,3.0,
2202,Cryptopunks,Cryptopunk,2020-06-30 00:00:00,4.0,
2203,Cryptopunks,Cryptopunk,2020-07-01 00:00:00,3.0,
2204,Cryptopunks,Cryptopunk,2020-07-02 00:00:00,10.0,
2205,Cryptopunks,Cryptopunk,2020-07-03 00:00:00,5.0,
2206,Cryptopunks,Cryptopunk,2020-07-04 00:00:00,3.0,
2207,Cryptopunks,Cryptopunk,2020-07-05 00:00:00,3.0,
2208,Cryptopunks,Cryptopunk,2020-07-06 00:00:00,2.0,
2209,Cryptopunks,Cryptopunk,2020-07-07 00:00:00,2.0,
2210,Cryptopunks,Cryptopunk,2020-07-08 00:00:00,0.0,
2211,Cryptopunks,Cryptopunk,2020-07-09 00:00:00,4.0,
2212,Cryptopunks,Cryptopunk,2020-07-10 00:00:00,4.0,
2213,Cryptopunks,Cryptopunk,2020-07-11 00:00:00,4.0,
2214,Cryptopunks,Cryptopunk,2020-07-12 00:00:00,2.0,
2215,Cryptopunks,Cryptopunk,2020-07-13 00:00:00,1.0,
2216,Cryptopunks,Cryptopunk,2020-07-14 00:00:00,2.0,
2217,Cryptopunks,Cryptopunk,2020-07-15 00:00:00,3.0,
2218,Cryptopunks,Cryptopunk,2020-07-16 00:00:00,1.0,
2219,Cryptopunks,Cryptopunk,2020-07-17 00:00:00,2.0,
2220,Cryptopunks,Cryptopunk,2020-07-18 00:00:00,0.0,
2221,Cryptopunks,Cryptopunk,2020-07-19 00:00:00,1.0,
2222,Cryptopunks,Cryptopunk,2020-07-20 00:00:00,1.0,
2223,Cryptopunks,Cryptopunk,2020-07-21 00:00:00,0.0,
2224,Cryptopunks,Cryptopunk,2020-07-22 00:00:00,4.0,
2225,Cryptopunks,Cryptopunk,2020-07-23 00:00:00,2.0,
2226,Cryptopunks,Cryptopunk,2020-07-24 00:00:00,0.0,
2227,Cryptopunks,Cryptopunk,2020-07-25 00:00:00,1.0,
2228,Cryptopunks,Cryptopunk,2020-07-26 00:00:00,0.0,
2229,Cryptopunks,Cryptopunk,2020-07-27 00:00:00,0.0,
2230,Cryptopunks,Cryptopunk,2020-07-28 00:00:00,3.0,
2231,Cryptopunks,Cryptopunk,2020-07-29 00:00:00,2.0,
2232,Cryptopunks,Cryptopunk,2020-07-30 00:00:00,7.0,
2233,Cryptopunks,Cryptopunk,2020-07-31 00:00:00,7.0,
2234,Cryptopunks,Cryptopunk,2020-08-01 00:00:00,3.0,
2235,Cryptopunks,Cryptopunk,2020-08-02 00:00:00,3.0,
2236,Cryptopunks,Cryptopunk,2020-08-03 00:00:00,2.0,
2237,Cryptopunks,Cryptopunk,2020-08-04 00:00:00,8.0,
2238,Cryptopunks,Cryptopunk,2020-08-05 00:00:00,4.0,
2239,Cryptopunks,Cryptopunk,2020-08-06 00:00:00,2.0,
2240,Cryptopunks,Cryptopunk,2020-08-07 00:00:00,8.0,
2241,Cryptopunks,Cryptopunk,2020-08-08 00:00:00,0.0,
2242,Cryptopunks,Cryptopunk,2020-08-09 00:00:00,2.0,
2243,Cryptopunks,Cryptopunk,2020-08-10 00:00:00,0.0,
2244,Cryptopunks,Cryptopunk,2020-08-11 00:00:00,0.0,
2245,Cryptopunks,Cryptopunk,2020-08-12 00:00:00,2.0,
2246,Cryptopunks,Cryptopunk,2020-08-13 00:00:00,0.0,
2247,Cryptopunks,Cryptopunk,2020-08-14 00:00:00,3.0,
2248,Cryptopunks,Cryptopunk,2020-08-15 00:00:00,1.0,
2249,Cryptopunks,Cryptopunk,2020-08-16 00:00:00,4.0,
2250,Cryptopunks,Cryptopunk,2020-08-17 00:00:00,2.0,
2251,Cryptopunks,Cryptopunk,2020-08-18 00:00:00,2.0,
2252,Cryptopunks,Cryptopunk,2020-08-19 00:00:00,0.0,
2253,Cryptopunks,Cryptopunk,2020-08-20 00:00:00,2.0,
2254,Cryptopunks,Cryptopunk,2020-08-21 00:00:00,1.0,
2255,Cryptopunks,Cryptopunk,2020-08-22 00:00:00,4.0,
2256,Cryptopunks,Cryptopunk,2020-08-23 00:00:00,10.0,
2257,Cryptopunks,Cryptopunk,2020-08-24 00:00:00,3.0,
2258,Cryptopunks,Cryptopunk,2020-08-25 00:00:00,7.0,
2259,Cryptopunks,Cryptopunk,2020-08-26 00:00:00,17.0,
2260,Cryptopunks,Cryptopunk,2020-08-27 00:00:00,2.0,
2261,Cryptopunks,Cryptopunk,2020-08-28 00:00:00,4.0,
2262,Cryptopunks,Cryptopunk,2020-08-29 00:00:00,3.0,
2263,Cryptopunks,Cryptopunk,2020-08-30 00:00:00,1.0,
2264,Cryptopunks,Cryptopunk,2020-08-31 00:00:00,5.0,
2265,Cryptopunks,Cryptopunk,2020-09-01 00:00:00,1.0,
2266,Cryptopunks,Cryptopunk,2020-09-02 00:00:00,1.0,
2267,Cryptopunks,Cryptopunk,2020-09-03 00:00:00,3.0,
2268,Cryptopunks,Cryptopunk,2020-09-04 00:00:00,1.0,
2269,Cryptopunks,Cryptopunk,2020-09-05 00:00:00,0.0,
2270,Cryptopunks,Cryptopunk,2020-09-06 00:00:00,19.0,
2271,Cryptopunks,Cryptopunk,2020-09-07 00:00:00,11.0,
2272,Cryptopunks,Cryptopunk,2020-09-08 00:00:00,6.0,
2273,Cryptopunks,Cryptopunk,2020-09-09 00:00:00,14.0,
2274,Cryptopunks,Cryptopunk,2020-09-10 00:00:00,17.0,
2275,Cryptopunks,Cryptopunk,2020-09-11 00:00:00,68.0,
2276,Cryptopunks,Cryptopunk,2020-09-12 00:00:00,21.0,
2277,Cryptopunks,Cryptopunk,2020-09-13 00:00:00,57.0,
2278,Cryptopunks,Cryptopunk,2020-09-14 00:00:00,128.0,
2279,Cryptopunks,Cryptopunk,2020-09-15 00:00:00,42.0,
2280,Cryptopunks,Cryptopunk,2020-09-16 00:00:00,4.0,
2281,Cryptopunks,Cryptopunk,2020-09-17 00:00:00,1.0,
2282,Cryptopunks,Cryptopunk,2020-09-18 00:00:00,13.0,
2283,Cryptopunks,Cryptopunk,2020-09-19 00:00:00,2.0,
2284,Cryptopunks,Cryptopunk,2020-09-20 00:00:00,25.0,
2285,Cryptopunks,Cryptopunk,2020-09-21 00:00:00,7.0,
2286,Cryptopunks,Cryptopunk,2020-09-22 00:00:00,8.0,
2287,Cryptopunks,Cryptopunk,2020-09-23 00:00:00,13.0,
2288,Cryptopunks,Cryptopunk,2020-09-24 00:00:00,80.0,
2289,Cryptopunks,Cryptopunk,2020-09-25 00:00:00,42.0,
2290,Cryptopunks,Cryptopunk,2020-09-26 00:00:00,61.0,
2291,Cryptopunks,Cryptopunk,2020-09-27 00:00:00,49.0,
2292,Cryptopunks,Cryptopunk,2020-09-28 00:00:00,145.0,
2293,Cryptopunks,Cryptopunk,2020-09-29 00:00:00,20.0,
2294,Cryptopunks,Cryptopunk,2020-09-30 00:00:00,13.0,
2295,Cryptopunks,Cryptopunk,2020-10-01 00:00:00,6.0,
2296,Cryptopunks,Cryptopunk,2020-10-02 00:00:00,6.0,
2297,Cryptopunks,Cryptopunk,2020-10-03 00:00:00,15.0,
2298,Cryptopunks,Cryptopunk,2020-10-04 00:00:00,26.0,
2299,Cryptopunks,Cryptopunk,2020-10-05 00:00:00,24.0,
2300,Cryptopunks,Cryptopunk,2020-10-06 00:00:00,15.0,
2301,Cryptopunks,Cryptopunk,2020-10-07 00:00:00,24.0,
2302,Cryptopunks,Cryptopunk,2020-10-08 00:00:00,20.0,
2303,Cryptopunks,Cryptopunk,2020-10-09 00:00:00,16.0,
2304,Cryptopunks,Cryptopunk,2020-10-10 00:00:00,3.0,
2305,Cryptopunks,Cryptopunk,2020-10-11 00:00:00,10.0,
2306,Cryptopunks,Cryptopunk,2020-10-12 00:00:00,14.0,
2307,Cryptopunks,Cryptopunk,2020-10-13 00:00:00,5.0,
2308,Cryptopunks,Cryptopunk,2020-10-14 00:00:00,4.0,
2309,Cryptopunks,Cryptopunk,2020-10-15 00:00:00,12.0,
2310,Cryptopunks,Cryptopunk,2020-10-16 00:00:00,11.0,
2311,Cryptopunks,Cryptopunk,2020-10-17 00:00:00,7.0,
2312,Cryptopunks,Cryptopunk,2020-10-18 00:00:00,4.0,
2313,Cryptopunks,Cryptopunk,2020-10-19 00:00:00,4.0,
2314,Cryptopunks,Cryptopunk,2020-10-20 00:00:00,1.0,
2315,Cryptopunks,Cryptopunk,2020-10-21 00:00:00,7.0,
2316,Cryptopunks,Cryptopunk,2020-10-22 00:00:00,5.0,
2317,Cryptopunks,Cryptopunk,2020-10-23 00:00:00,3.0,
2318,Cryptopunks,Cryptopunk,2020-10-24 00:00:00,6.0,
2319,Cryptopunks,Cryptopunk,2020-10-25 00:00:00,7.0,
2320,Cryptopunks,Cryptopunk,2020-10-26 00:00:00,3.0,
2321,Cryptopunks,Cryptopunk,2020-10-27 00:00:00,0.0,
2322,Cryptopunks,Cryptopunk,2020-10-28 00:00:00,1.0,
2323,Cryptopunks,Cryptopunk,2020-10-29 00:00:00,1.0,
2324,Cryptopunks,Cryptopunk,2020-10-30 00:00:00,0.0,
2325,Cryptopunks,Cryptopunk,2020-10-31 00:00:00,0.0,
2326,Cryptopunks,Cryptopunk,2020-11-01 00:00:00,2.0,
2327,Cryptopunks,Cryptopunk,2020-11-02 00:00:00,0.0,
2328,Cryptopunks,Cryptopunk,2020-11-03 00:00:00,1.0,
2329,Cryptopunks,Cryptopunk,2020-11-04 00:00:00,1.0,
2330,Cryptopunks,Cryptopunk,2020-11-05 00:00:00,2.0,
2331,Cryptopunks,Cryptopunk,2020-11-06 00:00:00,1.0,
2332,Cryptopunks,Cryptopunk,2020-11-07 00:00:00,5.0,
2333,Cryptopunks,Cryptopunk,2020-11-08 00:00:00,0.0,
2334,Cryptopunks,Cryptopunk,2020-11-09 00:00:00,1.0,
2335,Cryptopunks,Cryptopunk,2020-11-10 00:00:00,1.0,
2336,Cryptopunks,Cryptopunk,2020-11-11 00:00:00,0.0,
2337,Cryptopunks,Cryptopunk,2020-11-12 00:00:00,1.0,
2338,Cryptopunks,Cryptopunk,2020-11-13 00:00:00,1.0,
2339,Cryptopunks,Cryptopunk,2020-11-14 00:00:00,3.0,
2340,Cryptopunks,Cryptopunk,2020-11-15 00:00:00,3.0,
2341,Cryptopunks,Cryptopunk,2020-11-16 00:00:00,4.0,
2342,Cryptopunks,Cryptopunk,2020-11-17 00:00:00,4.0,
2343,Cryptopunks,Cryptopunk,2020-11-18 00:00:00,5.0,
2344,Cryptopunks,Cryptopunk,2020-11-19 00:00:00,6.0,
2345,Cryptopunks,Cryptopunk,2020-11-20 00:00:00,6.0,
2346,Cryptopunks,Cryptopunk,2020-11-21 00:00:00,1.0,
2347,Cryptopunks,Cryptopunk,2020-11-22 00:00:00,2.0,
2348,Cryptopunks,Cryptopunk,2020-11-23 00:00:00,4.0,
2349,Cryptopunks,Cryptopunk,2020-11-24 00:00:00,13.0,
2350,Cryptopunks,Cryptopunk,2020-11-25 00:00:00,3.0,
2351,Cryptopunks,Cryptopunk,2020-11-26 00:00:00,3.0,
2352,Cryptopunks,Cryptopunk,2020-11-27 00:00:00,1.0,
2353,Cryptopunks,Cryptopunk,2020-11-28 00:00:00,2.0,
2354,Cryptopunks,Cryptopunk,2020-11-29 00:00:00,1.0,
2355,Cryptopunks,Cryptopunk,2020-11-30 00:00:00,3.0,
2356,Cryptopunks,Cryptopunk,2020-12-01 00:00:00,0.0,
2357,Cryptopunks,Cryptopunk,2020-12-02 00:00:00,0.0,
2358,Cryptopunks,Cryptopunk,2020-12-03 00:00:00,0.0,
2359,Cryptopunks,Cryptopunk,2020-12-04 00:00:00,0.0,
2360,Cryptopunks,Cryptopunk,2020-12-05 00:00:00,3.0,
2361,Cryptopunks,Cryptopunk,2020-12-06 00:00:00,2.0,
2362,Cryptopunks,Cryptopunk,2020-12-07 00:00:00,2.0,
2363,Cryptopunks,Cryptopunk,2020-12-08 00:00:00,0.0,
2364,Cryptopunks,Cryptopunk,2020-12-09 00:00:00,0.0,
2365,Cryptopunks,Cryptopunk,2020-12-10 00:00:00,0.0,
2366,Cryptopunks,Cryptopunk,2020-12-11 00:00:00,6.0,
2367,Cryptopunks,Cryptopunk,2020-12-12 00:00:00,3.0,
2368,Cryptopunks,Cryptopunk,2020-12-13 00:00:00,3.0,
2369,Cryptopunks,Cryptopunk,2020-12-14 00:00:00,10.0,
2370,Cryptopunks,Cryptopunk,2020-12-15 00:00:00,1.0,
2371,Cryptopunks,Cryptopunk,2020-12-16 00:00:00,0.0,
2372,Cryptopunks,Cryptopunk,2020-12-17 00:00:00,1.0,
2373,Cryptopunks,Cryptopunk,2020-12-18 00:00:00,8.0,
2374,Cryptopunks,Cryptopunk,2020-12-19 00:00:00,0.0,
2375,Cryptopunks,Cryptopunk,2020-12-20 00:00:00,1.0,
2376,Cryptopunks,Cryptopunk,2020-12-21 00:00:00,2.0,
2377,Cryptopunks,Cryptopunk,2020-12-22 00:00:00,31.0,
2378,Cryptopunks,Cryptopunk,2020-12-23 00:00:00,15.0,
2379,Cryptopunks,Cryptopunk,2020-12-24 00:00:00,15.0,
2380,Cryptopunks,Cryptopunk,2020-12-25 00:00:00,15.0,
2381,Cryptopunks,Cryptopunk,2020-12-26 00:00:00,24.0,
2382,Cryptopunks,Cryptopunk,2020-12-27 00:00:00,20.0,
2383,Cryptopunks,Cryptopunk,2020-12-28 00:00:00,7.0,
2384,Cryptopunks,Cryptopunk,2020-12-29 00:00:00,10.0,
2385,Cryptopunks,Cryptopunk,2020-12-30 00:00:00,9.0,
2386,Cryptopunks,Cryptopunk,2020-12-31 00:00:00,15.0,
2387,Cryptopunks,Cryptopunk,2021-01-01 00:00:00,3.0,
2388,Cryptopunks,Cryptopunk,2021-01-02 00:00:00,5.0,
2389,Cryptopunks,Cryptopunk,2021-01-03 00:00:00,5.0,
2390,Cryptopunks,Cryptopunk,2021-01-04 00:00:00,12.0,
2391,Cryptopunks,Cryptopunk,2021-01-05 00:00:00,15.0,
2392,Cryptopunks,Cryptopunk,2021-01-06 00:00:00,15.0,
2393,Cryptopunks,Cryptopunk,2021-01-07 00:00:00,17.0,
2394,Cryptopunks,Cryptopunk,2021-01-08 00:00:00,10.0,
2395,Cryptopunks,Cryptopunk,2021-01-09 00:00:00,7.0,
2396,Cryptopunks,Cryptopunk,2021-01-10 00:00:00,21.0,
2397,Cryptopunks,Cryptopunk,2021-01-11 00:00:00,13.0,
2398,Cryptopunks,Cryptopunk,2021-01-12 00:00:00,17.0,
2399,Cryptopunks,Cryptopunk,2021-01-13 00:00:00,29.0,
2400,Cryptopunks,Cryptopunk,2021-01-14 00:00:00,15.0,
2401,Cryptopunks,Cryptopunk,2021-01-15 00:00:00,6.0,
2402,Cryptopunks,Cryptopunk,2021-01-16 00:00:00,10.0,
