,date,count
0,2/1/2021,367
1,2/2/2021,1090
2,2/3/2021,692
3,2/4/2021,401
4,2/5/2021,260
5,2/6/2021,378
6,2/7/2021,357
7,2/8/2021,263
8,2/9/2021,200
9,2/14/2021,290
10,2/15/2021,426
11,2/16/2021,512
12,2/17/2021,232
13,2/21/2021,196
