Seller_address,Buyer_address,edge_value,Collection
0x0000000000000000000000000000000000000000,0x3323b202e37aacda8cf57c5ab22975d84f4be526,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x336cafc6dd1ac0d9c9d2b5c0f513d49a0fde846b,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x338fd148fa51c6d1e2060bd9ce3c739c920420d0,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x33b17a8d3578d558731ba60b6ba8e5f38a0bfa1d,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x33bb361ff578fa67a726a39383d430b09f259fd5,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x33eaaee9d0a6192d11bbb370aee0e5d22c3335b5,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3401ea5a8d91c5e3944962c0148b08ac4a77f153,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x34cdf723e9f2d6eb562800807ce1803f7926cad0,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x3515001548cb3f93dc5e3f3880d1f5ab2b0e07db,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x35632b6976b5b6ec3f8d700fabb7e1e0499c1bfa,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x35fa7d184da98242ce84fee54ebdad3311071947,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x365e35652879023f12b5cf4c44eb9c1cf2f6f549,11,Cryptopunks
0x0000000000000000000000000000000000000000,0x379133e8fa411155fad8594bfd4ec8f513be01bb,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x382681f262e3ab062c89298609372b6ae9d8e52a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x38740516f691a66b4c1cd9156e9434c7915e73b3,10,Cryptopunks
0x0000000000000000000000000000000000000000,0x38fd1fbed62bf7636e48db6abef7403f4e6f284f,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3921bc5c561010c785870c68a8f153ab7dd9a124,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3950cf9d61851259b0694a0a3800f51658cb920a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x398646e26814c67edd6f49da25c121be0cf96c40,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x3a49309413793b32f6a308769220147fedbffa5f,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x3a6372b2013f9876a84761187d933dee0653e377,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3d826e692d336578bd4e1a4b7ba57aca8668c79f,6,Cryptopunks
0x0000000000000000000000000000000000000000,0x3dae9a20e39430f4d0c3e4467457c4adc3be054d,11,Cryptopunks
0x0000000000000000000000000000000000000000,0x3dee682ad8fc1bfc3657c59e841d135d51f9662a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3e17fac953de2cd729b0ace7f6d4353387717e9e,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x3f744dd4646467b4493439bb4b7e70ec2b4da529,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x3f7dd0b106b10d06bb4813715b4e24d9e626dd64,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x407f0caf24df420ee7880f82be76efee2720ceef,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x40a628d16be2ba6956f60402b17f52e8bfe32497,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x4322d6b24bda8af69dd1014c4f29138f6d794ada,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x4408880562135f9904a32119aa57e3c7dfe4d4d0,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x442dccee68425828c106a3662014b4f131e3bd9b,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x44bf2e1e9694d3dc32da30121884850fbacb7e24,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4551fd1dc1b6984b3d93b56e51ce826370ab28c8,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x46524c3baf2eaffadc76858ed324c8412d139b43,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x47d4f20ae83bcd350105f199f900e6e6104dab6a,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x48d1f7e41070fc0bb0e36925a68db1350088c54e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x48db199821bbd5be47c29bb242e3cdf1ef099d7e,4,Cryptopunks
0x0000000000000000000000000000000000000000,0x49432b32f26486135e56cc92db68360b8a78657e,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4a9073108c4ebe46a7557e6a5e68ed20b33f5479,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4aa6a3ab19a18d82838f0c8cea3ba2c7dc1ac602,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4b6942dedcb01ffdaa168523cd77cdc6cb8f3028,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4bc412f54d94e8f00502e124cd678f979ba4630b,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4c1bd9c7ff3906ba3c106c61f47c0d9ad55c1bb7,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x4c292eb48586482e566ba2597808c47801e38a41,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4ce9fb0becd9ce3865e69f62f965674855d1067a,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4d17cf47aaa1f6fbb39f73b2d310cefb98a6fd0a,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x4db1dd33159f5f7b9b600fb4a44e19e2976578e3,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x4eb676e95a17ee4abe750ed09a4a0a0b9ac26653,2,Cryptopunks
0x0000000000000000000000000000000000000000,0x50dd57f50a17d57304e7a4f262da30beb31c2e87,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5154dceeadd948111678616de0394a4544e3abe4,5,Cryptopunks
0x0000000000000000000000000000000000000000,0x515a82d6bed3fd76ca65ba505482545bf1dfcca1,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x5163588239afc34a1e6255fe250437cf917e32ab,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x51787a2c56d710c68140bdadefd3a98bff96feb4,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x517fe802827c5dd6782ce51ace849edfc3e158ec,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x519e19eac9ead404343c68224dd2a22c5c25f992,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x51ec5e1b8b3c4c6bae49619e657f94c4ad577b45,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x52ad8f3c506aa25b954276c5456060dad6f3fd7b,3,Cryptopunks
0x0000000000000000000000000000000000000000,0x5399a09fc5d0054fe1d0c15b2dd135fcf7cc3ade,1,Cryptopunks
0x0000000000000000000000000000000000000000,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,15,Cryptopunks
0x0000000000000000000000000000000000000000,0x54d7f921785ebe46010d83c73712e80dfaff1e81,1,Cryptopunks
